form,sid,alt,de_text
km,11697871,13129727;12108819;2736786,Mexiko ist ca. 10 000 km von Moskau entfernt.
freizeit,8600973,8993637;7907727;1514529,Sie bastelt in ihrer Freizeit Puppen.
furcht,2701243,3416662;353298;2090416,"Der Unwissende hat Mut, der Wissende hat Furcht."
salat,5797725,6055987;12583067;10030950,Tom bereitete einen gesunden Salat zu.
begleiten,5720962,5720963;9542447;1237507,"Ich beabsichtige, Sie zu begleiten."
feld,748699,11539534;1645203;10206434,Vieh weidete auf dem Feld.
kilo,12938575,923644;1830361;2827978,Eine Tüte Mehl wiegt ein Kilo.
insekten,5611869,1929703;4264761;8182356,Die Vögel jagen die Insekten.
entgegen,1362043,1744465;2430108;1707087,Sachdienliche Hinweise nimmt jede Polizeidienststelle entgegen.
toilette,8721247,9038611;5331732;6535130,Die Toilette spült nicht richtig.
leiter,8282828,1709884;4337289;8779271,Tom ist der Leiter der Forschungsgruppe.
einladung,1538002,5077942;13310783;3473429,Präsident Lincoln hat die Einladung angenommen.
hinzu,1709275,1716018;353375;12167326,Du fügst kurze Beispiele hinzu.
nieder,4374434,5256480;5954434;9755434,Wir knieten nieder und beteten.
grünen,6820735,5174310;13079335;8301157,Die Tiere galoppieren im Grünen.
garage,13721208,13726396;609935;7782017,"Wer vor meiner Garage parkt, wird verprügelt."
brechen,8639159,11404480;442800;12735530,Wir brechen bei Tagesanbruch auf.
karl,8722473,9989149;12394982;12448903,Karl sollte die Sportgeräte wegräumen.
weigerte,911680,2850975;6144177;6206012,"Sie weigerte sich, seinen Antrag anzunehmen."
viertel,12071252,13534355;13656974;331703,Unser Viertel hat drei Alleen.
vollständig,8321120,8321121;912607;13934530,Ist der Akku vollständig aufgeladen?
gewarnt,7657793,9787820;10196241;761256,Man hat Tom mehrmals gewarnt.
schwach,9611722,1679351;2082876;4436239,Der Ton ist zu schwach.
miete,9662722,9976663;12561436;9522871,Die Miete ist halb möbliert.
reifen,10008063,1550127;6874649;8633643,Ein Nagel durchlöcherte den Reifen.
unterstützen,678572,2682461;5221394;12365538,Sie müssten die Abrüstung unterstützen.
klang,2079209,748689;8803047;13705192,Leere Tonnen geben großen Klang.
vorsicht,11252824,704624;5759070;1891413,Auch Schritte der Vorsicht hinterlassen Spuren.
erfüllt,4669345,4954250;588240;2815107,"Freude, die die Brust erfüllt."
verbergen,10906193,1895475;661746;11704466,Der materielle Wohlstand kann die geistige Armut nicht verbergen.
lediglich,1452978,2750582;12386534;2183950,Sie müssen lediglich dieses Dokument unterschreiben.
bedarf,8295137,5088010;5089165;2170025,Grundsätzlich bedarf es einer größeren Beteiligung.
besonderes,12569255,12569257;12569258;8809263,"Dachtest ihr, daß ihr etwas Besonderes wärt?"
benötigen,4838657,8297747;1600958;8633643,Wir benötigen alle verfügbaren Stühle.
bot,13595191,13711856;560428;12655355,Stefan bot Rima einen Hamburger an.
koch,6207507,2345465;1261104;3418904,Der Koch las sorgfältig das Rezept.
italienisch,890370,5968261;9979762;1736833,Seine Frau lehrt mich Italienisch.
hässlich,10106493,12411488;7455190;4571549,"Ich glaube, ich bin hässlich."
april,11550485,8809349;8809350;13191155,Kommenden April steigen die Gebühren der öffentlichen Versorgungsbetriebe.
motorrad,1691076,6774864;10275457;1585325,Tom verkaufte Maria sein Motorrad.
geburt,7248009,5983177;9016900;7248035,Im Geburtshaus überwachen nur Hebammen die Geburt.
diskutieren,1806251,8775941;3949738;8473090,Wir werden die Herausforderungen des einundzwanzigsten Jahrhunderts diskutieren.
zaun,9944860,13053273;12263534;12263536,Brich keinen unnötigen Streit vom Zaun!
ausländer,9086043,11067441;2843191;9941904,Viele auf Ausländer angewiesene Geschäftsviertel sind nahezu menschenleer.
titel,543793,6626398;9931493;13743339,Sein offizieller Titel ist „Generaldirektor der nationalen Umweltbehörde“.
vorteil,2025565,2461360;2789870;3084532,Jeder Vorteil hat seinen Nachteil.
fremdsprache,3129112,903618;530563;11993449,Eine Fremdsprache zu lernen erfordert Durchhaltevermögen.
seitdem,11809861,11809862;3371088;938494,Fyodor hat seitdem nicht mehr gezeltet.
vergeben,10489210,12985632;8100671;576391,Der Siege göttlichster ist das Vergeben!
tritt,4617814,7121719;11698491;11698494,Das Unerwartete tritt immer ein.
gemälde,10031904,1116855;12728095;962530,Viele Gemälde hängen in Kunstmuseen.
höhe,11761957,1983695;10290198;12856949,Lieferketteneinschränkungen haben die Preise beträchtlich in die Höhe getrieben.
scharf,2856746,4796734;481464;702847,Diese Pfefferoni sind höllisch scharf.
zuhören,8301961,8639278;4956767;6606860,Wir müssen aufpassen und zuhören.
beschreiben,391497,5317331;6333376;9850674,Beschreiben Sie den Unfall detailliert.
dreht,930597,1713494;1713495;1652604,Der Kreisel dreht sich im Uhrzeigersinn.
schrank,9044858,913892;8132200;13760147,Der Hund betrat den Schrank.
gerücht,13596257,1619072;1642435;522508,Das Gerücht verbreitete sich blitzschnell.
ähnelt,10011935,13129681;1931064;3133368,Ein Büffel ähnelt einem Rind.
begangen,4333549,13198377;1514551;628828,Es wurde in großem Stil Wahlfälschung begangen.
drücken,440891,7840135;13240042;4473121,Drücken Sie die Enter-Taste.
fabrik,13734829,8195539;7414359;1527118,Die Fabrik war Lieferant des kaiserlichen Hofes.
system,2798492,10097759;6738742;367208,Dieses System strotzt vor Fehlern und Nachteilen.
mitarbeiter,10113048,11078540;1617634;6023244,Unsere Mitarbeiter werden Sie innerhalb dreier Werktage kontaktieren.
wunderschön,13799059,2069351;9963124;12193148,Die Abende in Hawaii sind wunderschön.
erwischt,7121829,8196966;8852904;13726516,Maria erwischt Tom in flagranti.
empfehlen,4800306,7844284;4225167;6058817,Welche Taktik empfehlen Sie mir?
muttersprachler,13873128,863883;10037199;12167326,Es gibt keine Latein-Muttersprachler.
fortschritt,2696393,4184634;8914699;2372052,Beim Rückwärtsgehen ist Stehenbleiben Fortschritt!
temperatur,2051029,6185405;2351887;1515776,Die Krankenschwester maß Toms Temperatur.
mutig,13328074,1697265;1428887;8818771,Tom bezog mutig Stellung gegen die Ungerechtigkeit.
null,6703719,4160081;10673248;11973648,Die am häufigsten vorkommende Blutgruppe ist Null positiv.
vergeht,10055896,1402151;430429;1643879,"Trink Wasser, damit dein Schluckauf vergeht."
billig,2070604,3854679;5934893;9828521,Die Esperanto-Handbücher sind billig.
lebensmittel,11144725,12621550;7830376;372226,Nie Lebensmittel im Zelt aufbewahren!
schweiz,4808649,3064333;11595241;5255415,"Die Menschen, die die Schweiz besuchen, bewundern die Alpen."
dienstag,13819495,11622135;399777;13819493,Kommenden Dienstag logiert sie im Hotel Royal.
teilnehmen,3162305,442280;3004937;3978766,Teilnehmen können alle Personen mit deutscher Staatsangehörigkeit.
teppich,13716453,3927303;4677832;5939820,Dieser Teppich war ein echtes Schnäppchen.
bietet,13725704,1916376;10945908;4436586,Diese Moschee bietet viertausend Gläubigen Platz.
hierbleiben,5969025,10103936;13028625;3211157,"Du musst hierbleiben, bis wir zurückkommen."
zurückkehren,980133,1709369;5777047;2730375,Am 25. Januar wird er zurückkehren.
brunnen,6553733,7603296;5402780;7027928,Dieser Brunnen trocknet nie aus.
verspätung,2966305,2966306;396050;6740967,Entschuldige die Verspätung! Ich habe verschlafen.
elf,12550099,13809510;12549759;1541758,Elf mal elf sind hunderteinundzwanzig.
brennt,2845798,457203;8144875;564411,Welch ein großer Brand! Was brennt?
moderne,8298041,13657260;3629802;2688973,Albert Einsteins Relativitätstheorie prägte die moderne Wissenschaft.
affen,2063007,10104247;5994696;2063006,Die Affen pflegen sich gegenseitig das Fell.
motor,10797445,11848770;13471499;437890,Aus dem Motor quoll Dampf.
aufgefallen,5301117,5301118;7682280;10189903,Welche Symptome sind Ihnen aufgefallen?
zumindest,13838455,2049535;2435904;9968606,Zumindest sind die Laken sauber.
gebiet,737341,942645;416338;13712877,Wir fuhren durch unbekanntes Gebiet.
hell,13803374,2502268;1109681;5956666,Diese Farben sind hell und sonnig.
frosch,2147220,11491511;3753783;9702224,Der Frosch läßt das Quaken nicht.
flügel,2202530,2810980;11079503;1385090,"Der Adler spreizte seine Flügel, bereit, loszufliegen."
hobby,2321435,605807;755449;8633618,Mein Hobby ist mein Aquarium.
ausleihen,4703240,6566546;7016370;897432,Darf ich deinen Föhn ausleihen?
wonach,2571264,3713207;8524218;8941304,"Sie fanden, wonach sie gesucht hatten."
bewahren,7015329,8696718;11064286;372226,Ich kann gut Geheimnisse bewahren.
mangel,756099,10511303;1908115;1368849,"Wer nicht verschwendet, erleidet keinen Mangel."
knie,1388387,944462;442800;682615,Tom stürzte und verletzte sein Knie.
jane,675568,13918566;438820;365501,Seine faulen Witze verärgerten Jane.
probieren,8719223,8719240;2132537;485383,Probieren Sie dieses Ding aus.
begeistert,851683,12843351;4853067;341406,Ihr Redakteur wird begeistert sein.
kurs,6728847,1911297;2456052;2867477,Samis Boot wurde vom Kurs abgebracht.
zeitschrift,580773,2977894;10546472;12432443,Die Zeitschrift richtet sich an Teenager.
beleidigt,8293028,13601301;800907;3835009,"Sie sagte, sie sei beleidigt."
absichtlich,3140365,350963;5381449;590842,Er zerbrach die Fensterscheibe absichtlich.
leidenschaft,2929690,5063518;5786058;6694853,Gute Saucen kreieren ist meine Leidenschaft.
öffentlichkeit,13388419,13534338;2290347;3395265,Der Prozess ist der Öffentlichkeit nicht zugänglich.
runter,5362861,913468;2157697;12014936,Tom rutschte die Wasserrutsche runter.
beobachtet,977520,13679151;1549103;844999,Tom beobachtet gerne die Passanten.
eile,5177596,2228460;5270303;5020371,Eile ist die Feindin der Vollkommenheit.
aufzug,7242953,1990168;12133032;1853875,Tom drückte den Knopf vom Aufzug.
herunter,2292949,5819072;11555014;2826907,Kaue es nicht — schlucke es herunter!
endet,1912473,7576846;1853965;1953564,"Wer zuviel anfängt, endet wenig."
huhn,13372538,6060654;7892743;11152175,Das Ei lehrt das Huhn.
hans,8202157,13906322;2761356;8911414,Hans ist ein deutscher Geschäftsmann.
arten,10161791,12384694;371865;1855466,"Darwin glaubte, die Evolution von Arten verlaufe schrittweise."
rock,4737473,7255019;8756760;12914150,"Elise, zieh einen anderen Rock an!"
verkehr,763187,3054121;11968379;439509,Der Verkehr kroch im Schneckentempo dahin.
strafe,4004197,7770886;7770887;2163249,Ein offenherziges Geständnis lindert die Strafe.
angelogen,9996415,2427917;2719848;1048939,Tom hat dich nicht angelogen.
regelmäßig,7060169,8641156;10117156;5304392,Ihr Herzschlag ist weitestgehend regelmäßig.
gestrichen,3028677,8987503;13403394;10501361,Sie haben die Fensterrahmen gelb gestrichen.
doppelt,2683298,1470781;5034388;10901916,Kirschen enthalten doppelt so viele Kalorien wie Himbeeren.
steuer,3207561,444964;2487632;1236275,"Ich befürchtete, am Steuer einzuschlafen."
gesamte,12582362,3395265;4466827;797204,Das gesamte Programm bedarf einer Reform.
lächerlich,12423792,2653179;5244039;5369055,Die Preise hier sind lächerlich niedrig.
köstlich,654400,4980399;8310451;452094,"Obwohl Natto furchtbar riecht, ist es köstlich."
kontakt,704600,1878574;4707081;2223823,"Im Ernst, bleibe im Kontakt."
arbeitsplatz,6768087,907716;5075506;7802346,Ein Universitätsabschluss garantiert noch keinen Arbeitsplatz.
gerechtigkeit,13821736,1706087;2682378;4887367,Die Mühlen der Gerechtigkeit mahlen bisweilen langsam.
rasen,3386174,6924126;8805424;2321218,Tom mäht gerade im Vorgarten Rasen.
aussicht,6738026,13992040;795739;2688442,Er hatte Aussicht auf Genesung.
paket,8768958,4900791;2334868;720253,Das Paket wurde vom Zoll beschlagnahmt.
schutz,10292432,2771841;11286230;1881354,Unsere Wälder verdienen unseren Schutz.
scheiden,951590,12489800;4799195;2197218,Sie will sich scheiden lassen.
ratschläge,1402752,2377191;3583774;3401323,Seine Ratschläge stießen auf taube Ohren.
diesmal,7887370,7887371;7887372;12388151,Womit bist du diesmal unzufrieden?
selbstverständlich,4109620,8295360;1437267;7949478,Selbstverständlich war das ein bloßer Vorwand.
rätsel,1953158,7781310;8628279;8628625,In alldem verbarg sich ein Rätsel.
steuern,3714885,5926219;5983978;13044576,Ich bezahlte zweihundert Dollar Steuern.
parken,6000095,6000097;7920834;438423,Das Parken war ein Alptraum.
literatur,11473253,2228460;1620934;1620937,Unterscheidet sich Literatur von Poesie?
klima,4609810,4918309;13432023;1738343,Größtenteils wachsen Eichen in diesem Klima.
latein,7854551,1099046;13475346;12492278,Tom kann Altgriechisch und Latein.
zeitpunkt,8707995,9002730;12627302;9103689,Sie kommen zu einem ungünstigen Zeitpunkt.
betrogen,2377114,4366677;9679930;3072753,Tom hat seine Ehefrau betrogen.
atem,3656059,4574996;482260;901164,"Der Kranke hofft, während ihm der Atem ausgeht."
schwein,13751047,13890193;566077;3520338,Das Schwein säugt die Ferkel.
knapp,4584621,6624270;7457584;836087,Die Flüchtlinge sind knapp dem Tode entronnen.
beweis,8160345,2058279;367416;969267,Ein Vergleich ist kein Beweis.
indien,3074907,1805895;3474462;9945761,Rajinikanth ist in Indien ein Superstar.
jederzeit,3243343,3407362;8916153;949636,Ein Notfall kann jederzeit eintreten.
bauern,2487632,3041360;10482159;5194091,Die Steuer belastete die Bauern sehr.
keinerlei,6608735,1968242;7366206;8807894,Ich habe keinerlei künstlerisches Talent.
bauer,2128664,3690070;783671;2815107,Besser ein reicher Bauer als ein armer Edelmann.
vergangenen,1450374,1219206;2504093;2504099,Die Stahlproduktion erreichte im vergangenen Jahr schätzungsweise 100 Millionen Tonnen.
zustimmen,7786851,9165333;12440744;520756,Sie wird einer Scheidung nicht zustimmen.
phantasie,6083638,6316360;5791437;12810143,Die Phantasie allein ist die Grenze.
nackt,7233573,1907906;7233571;7636995,Griechische Statuen sind fast immer nackt.
verdammt,10482435,10057196;2887924;3996817,Ist die algerische Wirtschaft zum Stillstand verdammt?
aufgaben,1604559,5345769;5994204;5994207,Ihre Aufgaben löste sie spielend.
gerät,13668679,1418028;603593;8312266,Dieses Gerät verbraucht viel Strom.
touristen,5777137,4829763;5680797;7295077,"Auf Bahnhöfen werden Touristen tagein, tagaus von Taschendieben bestohlen."
beträgt,2673639,13435517;3603592;1830361,Meine normale Körpertemperatur beträgt etwa 37 °C.
neulich,664202,11999607;4477151;664201,Hast du neulich einen Ausflug irgendwohin unternommen?
juni,3050989,3231726;2718870;484264,Meine Tochter heiratet im Juni.
bord,394213,4480666;3670996;2293330,Verehrte Damen und Herren. Willkommen an Bord.
tagebuch,639413,11783868;11783869;13677677,Takeshi führt Tagebuch auf Englisch.
fuhren,13149078,3431734;737341;1521026,Nach kurzem Aufenthalt fuhren wir nach Budapest weiter.
ausgezeichnet,2867041,6093195;4900452;728333,Markku wurde für seine Veröffentlichungen mehrfach ausgezeichnet.
gelingt,4843175,8370299;2419443;3145240,"Dir gelingt nicht, irgendetwas zu beweisen."
neuigkeiten,1511768,1034165;2351913;2351961,Ich erfuhr die Neuigkeiten über die Buschtrommel.
qualität,1518203,8301804;8301805;13972951,Die Qualität der Hochschulbildung muss die internationalen Standards erfüllen.
bewusstsein,139163,6533675;6533676;1716711,"Politisches Bewusstsein zu entwickeln, braucht Zeit."
korrekt,13293819,13929959;6134547;7769469,Deine Aussprache ist größtenteils korrekt.
schlau,7260751,10266648;5310493;11829251,Ich werde hieraus nicht schlau.
derzeit,11956352,5062267;1703375;2720277,Griechenland leidet derzeit unter einer extremen Hitzewelle.
märchen,2319085,7361600;626993;1994695,Märchen regen die kindliche Vorstellungskraft an.
furchtbar,3835283,4571549;1807823;728333,Das Scheiß-Erdbeben war furchtbar!
atmen,6154255,3441462;1301241;1562163,Mir schmerzt die Brust beim Atmen.
hoffentlich,1650972,3694689;11784551;8295217,Hoffentlich gab es keine unangenehmen Zwischenfälle.
abgenommen,8963582,1425452;2765503;1418823,Er hat dreißig Kilo abgenommen.
sorgfältig,7866556,1657089;744474;8662509,Befolgen Sie die Anweisungen sorgfältig.
regal,972132,10620127;655250;714615,Stauben Sie das Regal ab.
gaben,595607,10738502;1914974;6935801,Tausende gaben ihm sein letztes Geleit.
übermorgen,10656670,6373333;8728376;404746,Vorgestern war Dienstag; übermorgen ist Samstag.
stammt,11253728,1606673;1816308;1951183,Das Öl stammt aus Oliven.
wär,7000049,8342070;1890292;3698255,"Ich dachte, ich wär’ allein."
gebissen,2529559,9956505;7698943;12464010,Er hat auf Granit gebissen.
blitz,8039476,2915106;4913041;6171879,Warum blitzt der Blitz und donnert der Donner?
verlust,1797674,370811;667399;12103632,Wir haben einen empfindlichen Verlust erlitten.
entwickelt,8696589,13340671;13957160;6784651,Software entwickelt sich ständig weiter.
füßen,794128,12361735;12434495;11079503,Spielst du mit meinen Füßen?
irgendeine,441772,10832286;12384051;4357826,Hat er irgendeine Lösung vorgeschlagen?
enthalten,1263844,13542331;1809267;2858581,Tütensuppen enthalten Geschmacksverstärker und Farbstoffe.
armee,597334,3615274;1022973;11531818,Die Armee erstickte den Aufstand.
umgebung,5253866,399139;13939783;13939784,Achtet immer auf eure Umgebung!
großartig,731816,10325458;659486;963275,Als Sekretärin ist sie großartig.
weshalb,3583430,10526908;13664535;6079753,"Weshalb starrst du mich an, Dämon?"
nahrung,5797727,349962;4931985;399651,"Nahrung besteht aus Proteinen, Kohlenhydraten und Fetten."
sammeln,755449,810094;2186291;1788475,Mein Hobby ist Briefmarken sammeln.
portemonnaie,3887842,5983055;8862581;3663437,Ich durchsuchte meine Taschen nach dem Portemonnaie.
spitze,781943,8170268;11011946;360735,Die Spitze des Messers ist spitz.
