form,rank,lemma,group_id,method
hungerleidenden,56923,hungerleidenden,hungerleidenden,ungrouped
authentisches,56924,authentisch,authentisch,declension
nordamerikanischen,56925,nordamerikanisch,nordamerikanisch,declension
identisches,56926,identisch,identisch,declension
neurotikern,56927,neurotikern,neurotikern,ungrouped
unbeschwerte,56928,unbeschwert,unbeschwert,declension
kitzelst,56929,kitzelst,kitzelst,ungrouped
gratisreise,56930,gratisreise,gratisreise,ungrouped
turmspitze,56931,turmspitze,turmspitze,ungrouped
busens,56932,busen,busen,plural
versprechender,56933,versprechender,versprechender,ungrouped
ersannen,56934,ersann,ersann,declension
sprössling,56935,sprössling,sprössling,ungrouped
errötend,56936,erröten,erröten,verb
wohlvertraut,56937,wohlvertraut,wohlvertraut,ungrouped
bergmassiv,56938,bergmassiv,bergmassiv,ungrouped
graphikerin,56939,graphikerin,graphikerin,ungrouped
mannsbilder,56940,mannsbild,mannsbild,declension
abzumessen,56941,abzumessen,abzumessen,ungrouped
schildkröteneier,56942,schildkröteneier,schildkröteneier,ungrouped
clancy,56943,clancy,clancy,ungrouped
gebeugtem,56944,gebeugt,gebeugt,declension
lallt,56945,lallt,lallt,ungrouped
fertigzustreichen,56946,fertigzustreichen,fertigzustreichen,ungrouped
anrufererkennung,56947,anrufererkennung,anrufererkennung,ungrouped
adagio,56948,adagio,adagio,ungrouped
intuitionen,56949,intuition,intuition,declension
grußworte,56950,grußworte,grußworte,ungrouped
klimaforscher,56951,klimaforscher,klimaforscher,ungrouped
glaskugel,56952,glaskugel,glaskugel,ungrouped
befahrenen,56953,befahren,befahren,declension
aufmuntert,56954,aufmuntert,aufmuntert,ungrouped
abreiste,56955,abreist,abreist,declension
bestickte,56956,bestickt,bestickt,declension
jugendsünde,56957,jugendsünde,jugendsünde,ungrouped
nationalistische,56958,nationalistische,nationalistische,ungrouped
verselbständigen,56959,verselbständigen,verselbständigen,ungrouped
teilaspekte,56960,teilaspekte,teilaspekte,ungrouped
hindernislauf,56961,hindernislauf,hindernislauf,ungrouped
hürdenlauf,56962,hürdenlauf,hürdenlauf,ungrouped
arsenverseucht,56963,arsenverseucht,arsenverseucht,ungrouped
ausgehende,56964,ausgehen,ausgehen,verb
katastrophentheorie,56965,katastrophentheorie,katastrophentheorie,ungrouped
wohlbewandert,56966,wohlbewandert,wohlbewandert,ungrouped
prüfstand,56967,prüfstand,prüfstand,ungrouped
kernenergienutzung,56968,kernenergienutzung,kernenergienutzung,ungrouped
kartengeben,56969,kartengeben,kartengeben,ungrouped
sprachbücher,56970,sprachbücher,sprachbücher,ungrouped
aufsichtsrats,56971,aufsichtsrat,aufsichtsrat,plural
akzente,56972,akzent,akzent,declension
leitbegriff,56973,leitbegriff,leitbegriff,ungrouped
vergraulen,56974,vergraulen,vergraulen,ungrouped
gleitschirmflieger,56975,gleitschirmflieger,gleitschirmflieger,ungrouped
anfälle,56976,anfälle,anfälle,ungrouped
einzelfälle,56977,einzelfälle,einzelfälle,ungrouped
spezialfälle,56978,spezialfälle,spezialfälle,ungrouped
meteorologie,56979,meteorologie,meteorologie,ungrouped
mitgliedsstaaten,56980,mitgliedsstaaten,mitgliedsstaaten,ungrouped
geltungsbedürfnis,56981,geltungsbedürfnis,geltungsbedürfnis,ungrouped
drilling,56982,drilling,drilling,ungrouped
büroanschrift,56983,büroanschrift,büroanschrift,ungrouped
umströmte,56984,umströmte,umströmte,ungrouped
entschiedest,56985,entschieden,entschieden,verb
glücklicheres,56986,glücklicher,glücklicher,declension
sprengung,56987,sprengung,sprengung,ungrouped
geizt,56988,geizt,geizt,ungrouped
limburg,56989,limburg,limburg,ungrouped
drachenflieger,56990,drachenflieger,drachenflieger,ungrouped
abendlicher,56991,abendlicher,abendlicher,ungrouped
potenziert,56992,potenziert,potenziert,ungrouped
ontariosee,56993,ontariosee,ontariosee,ungrouped
personalchef,56994,personalchef,personalchef,ungrouped
untergehn,56995,untergehn,untergehn,ungrouped
pulsiert,56996,pulsiert,pulsiert,ungrouped
abbrennen,56997,abbrennen,abbrennen,ungrouped
weltkindertag,56998,weltkindertag,weltkindertag,ungrouped
blitzes,56999,blitz,blitz,declension
talwärts,57000,talwärts,talwärts,ungrouped
ungestümen,57001,ungestüm,ungestüm,declension
haucht,57002,haucht,haucht,ungrouped
völkerschlacht,57003,völkerschlacht,völkerschlacht,ungrouped
tüchtiges,57004,tüchtig,tüchtig,declension
sonderausstellung,57005,sonderausstellung,sonderausstellung,ungrouped
erarbeite,57006,erarbeite,erarbeite,ungrouped
wählscheibentelefon,57007,wählscheibentelefon,wählscheibentelefon,ungrouped
geblättert,57008,geblättert,geblättert,ungrouped
ofenfrisches,57009,ofenfrische,ofenfrische,plural
kauflust,57010,kauflust,kauflust,ungrouped
ofenfrische,57011,ofenfrische,ofenfrische,ungrouped
rechtzeitiger,57012,rechtzeitig,rechtzeitig,declension
fauch,57013,fauch,fauch,ungrouped
riesenvorteil,57014,riesenvorteil,riesenvorteil,ungrouped
unvorhergesehenes,57015,unvorhergesehene,unvorhergesehene,plural
auftrages,57016,auftrag,auftrag,declension
bessre,57017,bessre,bessre,ungrouped
kretins,57018,kretins,kretins,ungrouped
tobende,57019,tobende,tobende,ungrouped
einmündung,57020,einmündung,einmündung,ungrouped
bürden,57021,bürden,bürden,ungrouped
schallendem,57022,schallend,schallend,declension
zorns,57023,zorn,zorn,plural
schnaubenden,57024,schnaubend,schnaubend,declension
sylphide,57025,sylphide,sylphide,ungrouped
unauslöschlicher,57026,unauslöschlich,unauslöschlich,declension
heimelig,57027,heimelig,heimelig,ungrouped
sanftmütiger,57028,sanftmütig,sanftmütig,declension
saftigen,57029,saftig,saftig,declension
offenkundige,57030,offenkundig,offenkundig,declension
zögling,57031,zögling,zögling,ungrouped
geschwätzigen,57032,geschwätzig,geschwätzig,declension
sandigen,57033,sandig,sandig,declension
lehmigen,57034,lehmigen,lehmigen,ungrouped
nebligen,57035,neblig,neblig,declension
auflöste,57036,auflöste,auflöste,ungrouped
beidseits,57037,beidseits,beidseits,ungrouped
weihnachtliche,57038,weihnachtlich,weihnachtlich,declension
spitzbogenfenster,57039,spitzbogenfenster,spitzbogenfenster,ungrouped
spitzenklöpplerin,57040,spitzenklöpplerin,spitzenklöpplerin,ungrouped
rhapsodie,57041,rhapsodie,rhapsodie,ungrouped
windrad,57042,windrad,windrad,ungrouped
wellenschlag,57043,wellenschlag,wellenschlag,ungrouped
erfahrenes,57044,erfahren,erfahren,declension
hinsollte,57045,hinsollte,hinsollte,ungrouped
röstis,57046,röstis,röstis,ungrouped
proviantbüchse,57047,proviantbüchse,proviantbüchse,ungrouped
eichhörnchenförmigen,57048,eichhörnchenförmigen,eichhörnchenförmigen,ungrouped
weihnachtsgebäck,57049,weihnachtsgebäck,weihnachtsgebäck,ungrouped
asphaltschicht,57050,asphaltschicht,asphaltschicht,ungrouped
klappstühle,57051,klappstühle,klappstühle,ungrouped
glanzzeit,57052,glanzzeit,glanzzeit,ungrouped
schwellenangst,57053,schwellenangst,schwellenangst,ungrouped
wanderwegen,57054,wanderweg,wanderweg,declension
geflecht,57055,geflecht,geflecht,ungrouped
verfestigt,57056,verfestigt,verfestigt,ungrouped
moores,57057,moor,moor,declension
bereitstellung,57058,bereitstellung,bereitstellung,ungrouped
markierten,57059,markiert,markiert,declension
begreiflicherweise,57060,begreiflicherweise,begreiflicherweise,ungrouped
verlorengegangenem,57061,verlorengegangen,verlorengegangen,declension
gegenüberstellung,57062,gegenüberstellung,gegenüberstellung,ungrouped
moralist,57063,moralist,moralist,ungrouped
nutzlosem,57064,nutzlos,nutzlos,declension
krähten,57065,kräht,kräht,declension
maßloser,57066,maßlos,maßlos,declension
baukosten,57067,baukosten,baukosten,ungrouped
zsa,57068,zsa,zsa,ungrouped
gabor,57069,gabor,gabor,ungrouped
andreo,57070,andreo,andreo,ungrouped
besorgniserregenden,57071,besorgniserregend,besorgniserregend,declension
ungerührt,57072,ungerührt,ungerührt,ungrouped
zwergig,57073,zwergig,zwergig,ungrouped
vorübergehe,57074,vorübergehen,vorübergehen,verb
ungebetener,57075,ungebeten,ungebeten,declension
emir,57076,emir,emir,ungrouped
mitgliederversammlung,57077,mitgliederversammlung,mitgliederversammlung,ungrouped
zios,57078,zios,zios,ungrouped
erblindung,57079,erblindung,erblindung,ungrouped
selbstbedienungsrestaurant,57080,selbstbedienungsrestaurant,selbstbedienungsrestaurant,ungrouped
peitschenhieben,57081,peitschenhieb,peitschenhieb,declension
verjagten,57082,verjagt,verjagt,declension
gängige,57083,gängig,gängig,declension
rausches,57084,rausch,rausch,declension
überlegener,57085,überlegen,überlegen,declension
gefährdest,57086,gefährdest,gefährdest,ungrouped
überlastung,57087,überlastung,überlastung,ungrouped
gobelins,57088,gobelins,gobelins,ungrouped
bewundernde,57089,bewundernd,bewundernd,declension
tiefgekühlte,57090,tiefgekühlte,tiefgekühlte,ungrouped
schulbank,57091,schulbank,schulbank,ungrouped
rosensträucher,57092,rosensträucher,rosensträucher,ungrouped
gebirgsluft,57093,gebirgsluft,gebirgsluft,ungrouped
galant,57094,galant,galant,ungrouped
risikofaktoren,57095,risikofaktor,risikofaktor,declension
lebensenergie,57096,lebensenergie,lebensenergie,ungrouped
wüstenland,57097,wüstenland,wüstenland,ungrouped
bestandteilen,57098,bestandteil,bestandteil,declension
winzigkeit,57099,winzigkeit,winzigkeit,ungrouped
schatzsucher,57100,schatzsucher,schatzsucher,ungrouped
niederschlagswahrscheinlichkeit,57101,niederschlagswahrscheinlichkeit,niederschlagswahrscheinlichkeit,ungrouped
individualist,57102,individualist,individualist,ungrouped
gartenterrasse,57103,gartenterrasse,gartenterrasse,ungrouped
bärenfell,57104,bärenfell,bärenfell,ungrouped
beurlaubt,57105,beurlaubt,beurlaubt,ungrouped
altkleidersammlung,57106,altkleidersammlung,altkleidersammlung,ungrouped
kommunikativ,57107,kommunikativ,kommunikativ,ungrouped
cholerischer,57108,cholerischer,cholerischer,ungrouped
hinnimmst,57109,hinnimmst,hinnimmst,ungrouped
hinkenden,57110,hinkenden,hinkenden,ungrouped
gepicknickt,57111,gepicknickt,gepicknickt,ungrouped
umzudeuten,57112,umzudeuten,umzudeuten,ungrouped
geordneter,57113,geordnet,geordnet,declension
glitschige,57114,glitschig,glitschig,declension
regierungschefin,57115,regierungschefin,regierungschefin,ungrouped
beschatten,57116,beschatten,beschatten,ungrouped
aufwachtest,57117,aufwachtest,aufwachtest,ungrouped
abschafft,57118,abschaffen,abschaffen,verb
entscheidungsprozess,57119,entscheidungsprozess,entscheidungsprozess,ungrouped
handhabst,57120,handhabst,handhabst,ungrouped
bereitzuhalten,57121,bereitzuhalten,bereitzuhalten,ungrouped
karrieremäßig,57122,karrieremäßig,karrieremäßig,ungrouped
blitzstart,57123,blitzstart,blitzstart,ungrouped
petit,57124,petit,petit,ungrouped
übergangsrates,57125,übergangsrat,übergangsrat,declension
schlosshund,57126,schlosshund,schlosshund,ungrouped
akzentfreiem,57127,akzentfrei,akzentfrei,declension
spinnentieren,57128,spinnentieren,spinnentieren,ungrouped
wachenden,57129,wachend,wachend,declension
lou,57130,lou,lou,ungrouped
schildkrötenjunge,57131,schildkrötenjunge,schildkrötenjunge,ungrouped
staatssicherheit,57132,staatssicherheit,staatssicherheit,ungrouped
entschlüsselte,57133,entschlüsselt,entschlüsselt,declension
homers,57134,homer,homer,plural
willenlos,57135,willenlos,willenlos,ungrouped
dazwischenfunken,57136,dazwischenfunken,dazwischenfunken,ungrouped
patrizius,57137,patrizius,patrizius,ungrouped
chrysanthemen,57138,chrysanthemen,chrysanthemen,ungrouped
nahrungsquelle,57139,nahrungsquelle,nahrungsquelle,ungrouped
knöcheln,57140,knöcheln,knöcheln,ungrouped
korrespondenten,57141,korrespondent,korrespondent,declension
weihnachtsgans,57142,weihnachtsgans,weihnachtsgans,ungrouped
memmen,57143,memmen,memmen,ungrouped
heulende,57144,heulen,heulen,verb
hoffet,57145,hoffet,hoffet,ungrouped
wanket,57146,wanken,wanken,verb
phantasievoll,57147,phantasievoll,phantasievoll,ungrouped
streuselkuchen,57148,streuselkuchen,streuselkuchen,ungrouped
anerkennendes,57149,anerkennend,anerkennend,declension
äußerstes,57150,äußerst,äußerst,declension
knallharter,57151,knallhart,knallhart,declension
semantische,57152,semantisch,semantisch,declension
jubilieren,57153,jubilieren,jubilieren,ungrouped
rer,57154,rer,rer,ungrouped
masten,57155,mast,mast,declension
unkrautvernichtungsmittel,57156,unkrautvernichtungsmittel,unkrautvernichtungsmittel,ungrouped
inkompetente,57157,inkompetent,inkompetent,declension
ausspähen,57158,ausspähen,ausspähen,ungrouped
ungepflegten,57159,ungepflegt,ungepflegt,declension
vielsprachigen,57160,vielsprachig,vielsprachig,declension
zweijähriger,57161,zweijähriger,zweijähriger,ungrouped
seilen,57162,seil,seil,declension
wachend,57163,wachend,wachend,ungrouped
grüfte,57164,grüfte,grüfte,ungrouped
sissi,57165,sissi,sissi,ungrouped
verona,57166,verona,verona,ungrouped
abkriegen,57167,abkriegen,abkriegen,ungrouped
komplizierteste,57168,komplizierteste,komplizierteste,ungrouped
rumi,57169,rumi,rumi,ungrouped
reaktionsgeschwindigkeit,57170,reaktionsgeschwindigkeit,reaktionsgeschwindigkeit,ungrouped
dementis,57171,dementi,dementi,plural
umsatteln,57172,umsatteln,umsatteln,ungrouped
obenan,57173,obenan,obenan,ungrouped
parteilosen,57174,parteilos,parteilos,declension
quietschende,57175,quietschend,quietschend,declension
gobi,57176,gobi,gobi,ungrouped
dazukommen,57177,dazukommen,dazukommen,ungrouped
hierbleibe,57178,hierbleiben,hierbleiben,verb
angefügt,57179,angefügt,angefügt,ungrouped
einfacherer,57180,einfacher,einfacher,declension
spiralen,57181,spiralen,spiralen,ungrouped
zustatten,57182,zustatten,zustatten,ungrouped
rechnerei,57183,rechnerei,rechnerei,ungrouped
furchteinflößende,57184,furchteinflößend,furchteinflößend,declension
hauptschule,57185,hauptschule,hauptschule,ungrouped
genossin,57186,genossin,genossin,ungrouped
herrschender,57187,herrschender,herrschender,ungrouped
befindlich,57188,befindlich,befindlich,ungrouped
reales,57189,real,real,declension
schnäppchenjagd,57190,schnäppchenjagd,schnäppchenjagd,ungrouped
diplomatisches,57191,diplomatisch,diplomatisch,declension
resultierende,57192,resultierende,resultierende,ungrouped
stockum,57193,stockum,stockum,ungrouped
gewachsene,57194,gewachsen,gewachsen,declension
geschlechtstrieb,57195,geschlechtstrieb,geschlechtstrieb,ungrouped
umnebelte,57196,umnebelte,umnebelte,ungrouped
geschlechtszeichen,57197,geschlechtszeichen,geschlechtszeichen,ungrouped
geriete,57198,geriet,geriet,declension
wagentyp,57199,wagentyp,wagentyp,ungrouped
geschwungener,57200,geschwungen,geschwungen,declension
heulkrampf,57201,heulkrampf,heulkrampf,ungrouped
spitzenleistungen,57202,spitzenleistung,spitzenleistung,declension
sprosse,57203,spross,spross,declension
peinigt,57204,peinigt,peinigt,ungrouped
laufschritt,57205,laufschritt,laufschritt,ungrouped
radien,57206,radien,radien,ungrouped
farblosen,57207,farblos,farblos,declension
ausgezeichnetem,57208,ausgezeichnet,ausgezeichnet,declension
untote,57209,untot,untot,declension
unüberwindbaren,57210,unüberwindbar,unüberwindbar,declension
fleischgenuss,57211,fleischgenuss,fleischgenuss,ungrouped
unsagbare,57212,unsagbar,unsagbar,declension
rimini,57213,rimini,rimini,ungrouped
amadeus,57214,amadeus,amadeus,ungrouped
einseitigen,57215,einseitig,einseitig,declension
lodern,57216,lodern,lodern,ungrouped
übertretungen,57217,übertretung,übertretung,declension
durchgerungen,57218,durchgerungen,durchgerungen,ungrouped
besitzlos,57219,besitzlos,besitzlos,ungrouped
ahorn,57220,ahorn,ahorn,ungrouped
vormals,57221,vormals,vormals,ungrouped
gemüsegärten,57222,gemüsegärten,gemüsegärten,ungrouped
abgerissenen,57223,abgerissen,abgerissen,declension
ssimo,57224,ssimo,ssimo,ungrouped
rundbogenfenster,57225,rundbogenfenster,rundbogenfenster,ungrouped
stützpfeiler,57226,stützpfeiler,stützpfeiler,ungrouped
blockartige,57227,blockartige,blockartige,ungrouped
trinkbecher,57228,trinkbecher,trinkbecher,ungrouped
einzuhandeln,57229,einzuhandeln,einzuhandeln,ungrouped
dienende,57230,dienen,dienen,verb
abergläubische,57231,abergläubisch,abergläubisch,declension
sauron,57232,sauron,sauron,ungrouped
behindertenparkplatz,57233,behindertenparkplatz,behindertenparkplatz,ungrouped
abwäscht,57234,abwäscht,abwäscht,ungrouped
halbseitig,57235,halbseitig,halbseitig,ungrouped
herzlichste,57236,herzlichste,herzlichste,ungrouped
herunterzählen,57237,herunterzählen,herunterzählen,ungrouped
kameratrupp,57238,kameratrupp,kameratrupp,ungrouped
ungebärdig,57239,ungebärdig,ungebärdig,ungrouped
lebensnotwendige,57240,lebensnotwendig,lebensnotwendig,declension
bespritz,57241,bespritz,bespritz,ungrouped
fidschi,57242,fidschi,fidschi,ungrouped
brigade,57243,brigade,brigade,ungrouped
menno,57244,menno,menno,ungrouped
herrlichsten,57245,herrlichsten,herrlichsten,ungrouped
machogehabe,57246,machogehabe,machogehabe,ungrouped
oberschulzeit,57247,oberschulzeit,oberschulzeit,ungrouped
orkane,57248,orkan,orkan,declension
darstellten,57249,darstellt,darstellt,declension
südpazifik,57250,südpazifik,südpazifik,ungrouped
koalitionsverhandlungen,57251,koalitionsverhandlungen,koalitionsverhandlungen,ungrouped
möhrensaft,57252,möhrensaft,möhrensaft,ungrouped
karottensaft,57253,karottensaft,karottensaft,ungrouped
ausgetretene,57254,ausgetreten,ausgetreten,declension
kollaboratives,57255,kollaborative,kollaborative,plural
ankerten,57256,ankerten,ankerten,ungrouped
reede,57257,reed,reed,declension
fortgeschrittener,57258,fortgeschritten,fortgeschritten,declension
weiterwusste,57259,weiterwusste,weiterwusste,ungrouped
ausgesuchten,57260,ausgesucht,ausgesucht,declension
konzertpianist,57261,konzertpianist,konzertpianist,ungrouped
klau,57262,klau,klau,ungrouped
auffliegen,57263,auffliegen,auffliegen,ungrouped
sentimentalität,57264,sentimentalität,sentimentalität,ungrouped
fluchend,57265,fluchen,fluchen,verb
ficht,57266,ficht,ficht,ungrouped
machtgeil,57267,machtgeil,machtgeil,ungrouped
jom,57268,jom,jom,ungrouped
kippur,57269,kippur,kippur,ungrouped
meva,57270,meva,meva,ungrouped
bohnenkaffee,57271,bohnenkaffee,bohnenkaffee,ungrouped
gestörtes,57272,gestört,gestört,declension
